公益愛心,2
公益團體,1
公理正義,1
公無私,2
公然,1
公開,1
公園安全,1
公園整體形象,1
公道,1
切題,1
勻稱,1
及時性,1
及時表達,1
及格,1
友好,1
友善,1
友善人行道,1
友善公園,1
友善市民,1
友善地,1
友善行人,1
友善行為,1
友善協助,1
友善城市,2
友善度,1
友善動物,1
友善措施,1
友善設計,1
友善程度,1
友善管理,1
友善環境,1
友善點,1
友愛,1
反應,1
天下為公,3
天才,1
天衣無縫,3
天真,1
天真無邪,2
天真爛漫,2
天堂,1
天造地設,1
天搖地動,2
天翻地覆,2
太平,1
少不了,1
少不得,1
巴結,2
引人注目,2
引人注意,2
引人深思,2
引人矚目,2
引頸企待,1
心口如一,2
心切關注,2
心甘情願,2
心地善良,2
心直口快,1
心花怒放,2
心疼,1
心胸開闊,1
心細,1
心軟,1
心腸軟,1
心滿意足,2
心蕩神馳,1
心曠神怡,2
手工甜點,1
手工創意特色,1
手不釋卷,1
手巧,1
手快,1
手軟,1
手勤,1
手舞足蹈,1
手鬆,1
扎扎實實,1
支持,1
文昌,1
文明,1
文武兼備,3
文武雙全,3
文雅,1
文質彬彬,3
文縐縐,1
文靜,1
方方正正,2
方便,1
方便市民,2
方便民眾,2
日有所思,1
日後改建,1
日後改善,1
日後定期,1
日後發展,1
水汪汪,1
水管重新,1
世界奇觀,1
世界級,1
主持,1
主持公道,2
主持正義,2
主要,1
主動,1
主動了解,2
主動申請,1
主動協助,2
主動處理,2
主動聯合,1
主動關心,2
主動關懷,2
主動勸導,1
主導,1
仔細,1
仔細查看,1
仔細檢查,1
仔細檢修,1
令人大開眼界,1
令人高興,1
令人欽佩,1
令人羨慕,1
令人鼓舞,1
令人滿意,1
令人矚目,1
以一當十,1
以德報怨,3
充分空間,1
充分時間,1
充足水分,1
充足財力,1
充足情形,1
充裕時間,1
充實硬體,1
出手大方,1
出手不凡,1
出手闊氣,1
出色,3
出身名門,1
出身高貴,1
出神入化,2
出眾,3
出類拔萃,3
功不可沒,3
功德無量,2
半公開,1
半透明,1
古色古香,2
古香,1
古香古色,2
古道熱腸,2
古蹟,1
叫好,1
叫絕,1
可口,1
可以大修,1
可以分解,1
可以方便,1
可以申請,1
可以休息,1
可以改善,1
可以協助,1
可以要求,1
可以重新,1
可以修正,1
可以參考,1
可以理解,1
可以處理,1
可以規劃,1
可以設置,1
可以答應,1
可以買賣,1
可信任,2
可信賴,2
可能,1
可圈可點,3
可統一,1
可貴,1
可愛,1
可愛城市,1
可愛動物,1
可嘉,1
可歌可泣,1
可靠,1
可觀,1
叱吒風雲,3
史無前例,1
史詩般,1
四方路口,1
四平八穩,3
外向,1
巧妙,1
巧味,1
巧奪天工,3
市民安全,1
市民美觀,1
市民健康,1
市民榮譽感,1
市民福祉,1
市長綠色,1
市長德政,1
市政重劃,1
市政效率,2
市政特區,1
平心靜氣,1
平平安安,1
平安,1
平安如意,1
平安安全,1
平安成長,1
平安社區,1
平安段,1
平安健康,1
平安喜樂,1
平安無事,3
平安路,1
平安橋,1
平坦,1
平易,1
平易近人,1
平等,1
平滑,1
平緩,1
平整,1
平整地方,1
平整安全,1
平整改善,1
平整跑道,1
平整路,1
平整路段,1
平整路面,1
平整道路,1
平整管線,1
平衡,1
平靜,1
平穩,1
平穩坡道,2
平穩度,2
必要,1
必備,1
必需,1
打掃,1
正大光明,1
正中下懷,1
正向能量,2
正好,1
正宗,1
正直,1
正派,1
正面,1
正常,1
正常作息,2
正常作業,2
正常車流,2
正常車道,2
正常供水,2
正常狀態,2
正常時間,2
正常情形,2
正常排水,2
正常現象,2
正常規格,2
正統,1
正當,1
正當性,2
正經,1
正經八百,1
正義,1
正確,1
正確方向,1
正確方位,1
正確日期,1
正確名稱,1
正確回答,1
正確消息,1
正確訊息,1
正確做法,1
正確答案,1
正確資料,1
正確資訊,1
正確道路,1
正確電話,1
民主,1
民生權益,1
民有好感,2
民俗公園,1
民眾便利性,1
民眾健康,1
民眾愛心,2
民眾權利,1
民眾權益,1
永久,1
永久式,1
永久性隔音牆,2
永久路燈,2
玉潔冰清,3
甘之如飴,3
甘心,2
甘美,1
甘甜,1
甘醇,1
甘願,2
生存,1
生死不渝,2
生死攸關,2
生命安全,1
生命健康,2
生長完全,1
生長過盛,1
生活心情,1
生活安全,1
生活空間,1
生活便利,2
生活便利性,1
生活美學,1
生氣勃勃,2
生動,1
生動活潑,1
生猛,1
生意盎然,2
生態流水,1
生機盎然,3
生龍活虎,3
用心,1
用心市政,1
用心良苦,3
用戶權益,1
用功,1
用得著,1
甲級,1
甲等,1
申請增設路燈,1
申請賠償金,1
石破天驚,3
示好,3
立委服務處,1
立委時期政績,1
交通便利,2
交通便利性,2
交通便道,1
交通流暢性,1
仰慕,2
任性,1
任勞任怨,3
任意,1
休息時,1
休息時間,1
休閒用地,1
休閒地點,1
休閒空地,1
休閒座椅,1
先公後私,1
先進,1
先進城市,1
先進國家,1
光芒萬丈,2
光明,1
光明正大,2
光明磊落,2
光亮,1
光風霽月,2
光彩,1
光彩奪目,2
光滑,1
光榮,1
光輝,1
光輝燦爛,1
光鮮亮麗,1
光耀,1
全心全意,3
全民督工,1
全民資產,1
全民權益,1
全面重新,1
全面栽植,1
全面維修,2
全面檢查,1
全神貫注,3
全能,1
全國模範,1
全國績效,1
全球幸福指數,1
全球榮耀,2
全勤獎金,2
全新,1
全新燈罩,1
冰肌玉骨,1
冰清玉潔,1
冰雪聰明,2
吃香,1
吃得開,2
吃醋,1
各得其所,2
合口味,1
合乎邏輯,1
合作,1
合宜,1
合宜住宅,2
合拍,1
合法,1
合法行為,2
合法希望,2
合法建物,2
合法建築,2
合法建築物,2
合法建議,1
合法看板,1
合胃口,1
合格,1
合情合理,1
合理,1
合群,1
合適,1
吉利,1
吉星高照,2
吉祥,1
吉祥如意,2
吉祥段,1
同情,1
同等重要,2
同意,2
名不虛傳,3
名正言順,2
名店,1
名垂千古,3
名垂青史,3
名副其實,3
名貴,1
名實相符,1
名燈,1
名聲大振,1
名譽,1
回味無窮,1
回復進度,1
回敬,1
回禮,1
因地制宜,2
因材施教,3
因時制宜,3
在乎,1
在情理之中,1
在意,1
地動山搖,1
地覆天翻,1
多才多藝,3
多元文化,1
多多誇獎,1
多多幫忙,1
多多關心,1
多多關注,1
多多關懷,1
多服務,1
多花,1
多采多姿,3
多重效益,2
多情,1
多處植物,1
多愁善感,2
多點,1
多關心,2
好,1
好上加好,3
好山,1
好天氣,2
好心,1
好心腸,2
好用,1
好用文字,1
好目,1
好印象,2
好吃,1
好地,1
好地方,1
好好了解,1
好好休息,1
好好地,1
好好行,1
好好改善,1
好好欣賞,1
好好的大樹,1
好好的工作,1
好好的公園,1
好好的古蹟,1
好好的平路,1
好好的休息,1
好好的改善,1
好好的步道,1
好好的照顧,1
好好的路,1
好好的道路,1
好好的樹,1
好好活動,1
好好重視,1
好安全,2
好成績,2
好使,1
好受,1
好奇,1
好玩,1
好空氣,2
好客,1
好建設,2
好建議,2
好看,1
好笑,1
好路,1
好路燈,1
好運餐廳,1
好過,1
好端端,1
好說話,1
好環境,1
好聲好氣,3
好聽,1
好觀感,1
如花似玉,3
如花似錦,3
如虎添翼,3
如魚得水,3
如期,1
如意,1
如意身體,1
如雷貫耳,3
如數家珍,2
如癡如狂,1
如癡如醉,1
如願以償,3
妄想,1
守法,1
守候,1
守時,1
守時間,1
守歲,1
安分,2
安全,1
安全便利,2
安全品質,2
安全城市,2
安全權利,2
安全權益,2
安安靜靜,2
安安穩穩,2
安定,2
安定民心,1
安排重新,1
安然無事,2
安然無恙,2
安逸,2
安詳,2
安頓,1
安寧,2
安寧安全,2
安寧品質,2
安樂,2
安靜,2
安靜休息,1
安靜睡眠,1
安靜環境,1
安穩,2
安穩地,2
年高德劭,3
年終獎金,2
年貨大街,1
年富力強,2
年輕男性,1
年輕朋友,1
年輕時,1
年輕族群,1
年輕媽媽,1
年輕學子,1
年輕騎士,1
年輕警察,1
成功方向,1
成果發表會,1
成果網,1
成熟,2
扣人心弦,3
收益來源,1
早晨,1
早期規劃,1
早期設計,1
早期發展,1
曲線美,2
有一手,1
有一套,1
有口無心,1
有才幹,1
有文化,1
有文章,1
有出息,1
有用,1
有目共睹,2
有同情心,1
有名,1
有名氣,1
有地位,1
有血有肉,1
有血氣,1
有伸縮性,1
有利,1
有利環境,1
有求必應,2
有良心,1
有兩下子,1
有始有終,2
有所作為,2
有板有眼,3
有保留地,3
有勇氣,1
有品味,1
有威信,1
有為,1
有眉目,1
有紀律,1
有個性,1
有效,1
有效分配,2
有效方式,2
有效方法,2
有效方案,2
有效地,2
有效改善,2
有效降溫,2
有效效益,2
有效將,2
有效排水,2
有效處理,2
有效辦法,2
有根有據,1
有益,1
有能力,2
有財產,1
有貢獻,1
有教養,1
有望,1
有條有理,3
有條理,1
有涵養,1
有理,1
有理由,1
有理有據,1
有眼力,1
有眼光,1
有智慧,1
有朝氣,1
有滋有味,1
有滋味,1
有意思,1
有意義,1
有稜角,1
有節制,1
有福,1
有福氣,1
有種,1
有鼻子有眼,2
有價值,1
有嘴無心,1
有趣,1
有學問,1
有機市集,1
有機農場,1
有錢,1
有錢潮,1
有頭有尾,1
有頭有臉,1
有戲,1
有聲有色,1
有膽量,1
有禮,1
有禮貌,1
百無一失,3
百歲生日,3
百煉成鋼,3
百廢俱興,2
百聽不厭,3
百讀不厭,3
老人小孩,1
老人長輩,1
老人福利,1
老老實實,2
老咖啡,1
老朋友,1
老馬識途,2
老當益壯,2
老農津貼,1
老實,1
老實地,2
老樟樹,1
老練,1
老鄰居,1
老樹,1
老樹木,1
老謀深算,3
耳熟,1
耳熟能詳,3
耳聰目明,1
自由,1
自由主義,1
自由自在,2
自由行客,1
自由空間,2
自由進出,2
自在,1
自在人行道,1
自在土地,1
自在公園,1
自在地,1
自在安全,2
自在自由,2
自在車子,1
自在綠地,1
自行車城市,2
自告奮勇,1
自卑,1
自動灑水,1
自動變換,1
自得其樂,1
自尊,1
自然,1
自滿,1
自願,1
至高無上,1
至關重大,1
至關重要,1
至關緊要,1
行之有效,3
行動市府,1
行動政府,1
行動團隊,1
行得通,1
行雲流水,3
西裝筆挺,1
伶俐,1
伸張正義,1
伸縮,1
似曾相識,3
佛心,1
佛院,1
作業效率,1
免費,1
免費公車,1
免費汽車,1
免費停車場,2
免費電影,1
免費親子,1
兵強馬壯,1
判斷正確,1
別有用心,2
別有風味,2
別有情趣,2
別具一格,3
別墅社區,1
利害攸關,1
含情脈脈,2
含義明確,1
含蓄,1
均一,1
均勻,1
均等,1
均衡,1
坑洞補丁,2
壯烈,1
壯麗,1
壯觀,1
夾道歡迎,2
妙津,1
妙趣橫生,1
妙齡女子,1
妥善,1
妥善方案,1
妥善利用率,2
妥善防範,1
妥善措施,2
妥善處理,2
妥善規劃,1
妥善管理,1
妥當,1
妥當處理,1
孜孜不倦,3
孝順,2
孝順父母,2
孝敬,2
完全,1
完好,1
完好如初,1
完好保留,1
完好美觀,1
完成路樹,1
完美,1
完美無缺,3
完美無疵,3
完美無瑕,3
完善,1
完善地面,1
完善防護,1
完善所,1
完善處理,1
完善設施,1
完善導致,1
完整,1
完整協助,2
完整度,1
完整規劃,1
完整結果,1
完整課程,1
局部重新,1
希能將,1
希望,1
希望市民,1
希望市府,1
希望市府路燈,1
希望市府團隊,1
希望定期,1
希望政府,1
希望重新,1
希望能將,1
希望曙光,2
希望顏色,1
形象化,1
志工,1
志在千里,1
志願,1
忘我,1
快人快語,1
快刀斬亂麻,3
快捷,1
快樂,3
快樂成長,1
快樂建築,1
快樂時光,1
快樂健康,1
快樂程度,1
批准,1
技高一籌,3
抑揚頓挫,2
投入,1
投緣,1
投機,1
改建,1
改善,1
改善工程品質,1
改善工業區,1
改善公車站路線,1
改善公園環境,1
改善方法,1
改善方案,1
改善水溝,1
改善台中市人行道,1
改善台中市民,1
改善台中市道路,1
改善台中烏日,1
改善市府總機,1
改善市長,1
改善市容,1
改善市容景觀,1
改善民眾,1
改善民權,1
改善用水,1
改善目前,1
改善目前道路,1
改善光線,1
改善地下道,1
改善地磚,1
改善地點,1
改善行道樹,1
改善住戶,1
改善汽機車,1
改善車流,1
改善車道,1
改善車輛,1
改善事宜,1
改善事項,1
改善周邊,1
改善味道問題,1
改善坡度,1
改善垃圾堆,2
改善狀況,2
改善空地環境,2
改善空氣品質,2
改善空間,1
改善品質,1
改善效果,1
改善案,1
改善站牌,1
改善高度,1
改善問題,1
改善情形,1
改善情況,1
改善措施,1
改善現場,1
改善現象,1
改善異味,1
改善部分,1
改善都市景觀,1
改善期日,1
改善期限,1
改善期程,1
改善期路,1
改善進度,1
改善意見,1
改善跡象,2
改善路段,1
改善路面,1
改善路面品質,1
改善路面高低,1
改善路面問題,1
改善遊覽車,1
改善道路,1
改善道路狀況,1
改善道路品質,1
改善道路問題,1
改善對策,1
改善態度問題,1
改善線路,1
改善噪音問題,1
改善學生,1
改善樹木,1
改善樹穴,1
改善樹根,1
改善積水問題,1
改善積水現象,1
改善辦法,1
改善蟲害問題,1
改變政策,1
改變造型,1
更多文化,2
更多方便,2
更多安全,2
更多改善,2
更多空間,2
更多時間,2
更多停車場,2
更多商業,2
更多現代,2
更多期待,2
更多道路,2
更多機車,2
更多親子,2
更多選擇,2
更多選擇性,2
更多錢,2
更好生活,2
更好行走,2
更好品質,2
更優越,1
求之不得,1
決定,1
決定性,1
沉寂,1
沉魚落雁,1
沉著,2
沉靜,1
沉穩,2
沒分開,1
沒有拖累,1
沒有阻礙,1
沒有負擔,1
沒弄髒,1
沒說的,1
牢固,1
牢靠,1
狂喜,3
狂熱,1
秀外慧中,3
秀色可餐,3
秀氣,1
系統,1
系統正確性,1
良好,2
良好公園,1
良好市容,2
良好印象,1
良好行走,1
良好空氣,1
良好情況,1
良好規劃,1
良好溝通,2
良好道路,1
良好環境,1
良性,2
良性競爭,1
良知良能,1
良將馬路,1
良善,2
良善美意,2
良策德政,2
見多識廣,3
見微知著,3
見義勇為,3
言之有理,2
言必有中,3
言語流利,2
言簡意賅,3
豆腐心,1
赤裸,1
赤裸裸,1
足智多謀,3
身心健康,3
身心靈,1
身手不凡,1
身強力壯,1
身強體壯,1
身體健康,2
身體結實,3
車水馬龍,1
車輛權益,1
辛苦第一線人員,1
辛苦錢,1
辛勤,1
辛勤果實,2
迅行,1
迅速改善,3
迅速將,2
迅速處理,3
防護鐵片,1
防護鐵網,1
乖巧,1
事實上,1
事實真相,1
事實理由,1
事實勝於雄辯,3
事關重大,3
佩服,2
佳,1
佳味,1
佳音,1
佳路面,1
佳態度,1
使人愉快,2
使用方便,1
來者不拒,1
來源合法性,1
供給市民,1
供給市府,1
供給市長,1
供給幼年,1
供給民眾,1
供給住戶,1
供給車輛,1
依依不捨,1
依然,1
依舊,1
兒童安全,1
兒童遊樂場,1
兒童遊樂園,1
兒童器材,1
兒童鞦韆,1
兒童藝術館,1
兩袖清風,3
其樂無窮,1
具有吸引力,2
具有歷史意義,2
具有壓倒性優勢,1
具體內容,1
具體方法,1
具體方案,1
具體交通,1
具體作法,1
具體作為,1
具體形容,1
具體改善,2
具體事項,1
具體建議,2
具體書面,1
具體做法,1
具體動作,1
具體問題,1
具體措施,1
具體處理,1
具體資料,1
具體說明,1
具體辦法,1
典型,1
典雅,1
刺眼,1
刻苦,1
刻意,1
卓越,1
卓越人事,2
卓越建設,2
協助目前,1
協助重新,1
協助弱勢,2
協調一致,3
受過良好訓練,1
味道好,1
味道鮮,1
呼之欲出,3
和睦,1
和解金,1
和緩,1
和諧,1
和諧景象,1
和諧關係,2
和聲,1
和顏悅色,3
和藹,1
和藹可親,2
固定,1
固定人口,1
固定不變,1
固若金湯,1
坦白,1
坦率,1
坦率直言,1
坦誠相見,1
坦蕩,1
坦蕩蕩,1
夜不閉戶,2
夜有所夢,1
奇妙,1
奉公守法,2
奔放,2
始終不懈,2
始終如一,2
委婉,1
定期性,1
定期通盤,1
宛轉,1
居安全,1
居家安全,1
居家品質,1
居高臨下,3
幸運,1
幸運歌曲,1
幸福,1
幸福公園,1
幸福車,1
幸福兒童,1
幸福兒童公園,1
幸福城市,1
往心裡去,2
忠心耿耿,3
忠犬,1
忠忱,1
忠厚,1
忠段,1
忠貞,1
忠貞不屈,3
忠貞不渝,3
忠貞不貳,3
忠國,1
忠誠,1
忠誠支持者,1
忠誠活動,1
忠實,1
忠實支持者,1
忠鐵粉,1
怡然自得,1
性命攸關,3
性美觀,1
性格外向,2
性情溫良,3
承情,1
承蒙,1
抬舉,2
拍手叫好,3
拍案叫絕,3
拍實況,1
拘謹,1
放之四海而皆准,3
放在心上,2
旺盛,1
旺盛枝葉,1
明人不做暗事,2
明白,1
明白了當,1
明快,1
明門,2
明亮,1
明亮安全,1
明亮美觀,1
明亮時,1
明亮照明,1
明郎,2
明朗,1
明理,1
明智,1
明路,1
明確,1
明確公告,1
明確地址,1
明確行動,1
明確表達,1
明確指示牌,1
明確指揮,1
明確處理,1
明確規定,1
明確期限,1
明確路段,1
明確說明,2
明瞭,1
明顯,1
明顯改善,2
易,1
易如反掌,3
服服貼貼,3
服務熱忱,2
果決,1
果斷,1
枝葉茂密,2
欣欣向榮,1
欣喜若狂,1
欣然,1
欣慰,1
欣賞,3
欣賞台,1
欣賞風景,1
欣賞環境,1
沾沾自喜,2
注重,1
注意,1
炙手可熱,3
直直平平,1
直直地,1
直直道路,1
直接高薪,3
直爽,1
直率,1
直腸子,1
直截了當,3
知名,1
知名人士,1
知名工程隊,1
知名工廠,1
知名公園,1
知名生物,1
知名車輛,1
知名夜市,1
知名社群,1
知名建設,1
知名建築物,1
知足,1
知書達理,1
社會住宅,1
秉公,3
秉持公正,3
空前絕後,3
空曠公園,1
空曠地,1
空曠空地,1
空曠處,1
空靈,1
芬芳,1
花季時,1
花季時花香,1
花季氣味,1
花季景觀行道樹,1
花香鳥語,2
花容玉貌,2
花海季,1
花海景象資訊,1
花海景緻,1
花海期,1
花草盆栽,1
花草美觀,1
花草綠,1
花崗石材,1
花團錦簇,3
花樹園藝,1
花燈作品,1
花繁葉茂,3
芳姿,1
芳香,1
芳香植物,1
虎虎生風,3
表現機會,1
表揚,3
表敬意,1
表裡一致,2
表裡如一,2
表演內容,1
表演民眾,1
迎刃而解,3
迎來,1
迎接,1
金玉滿堂,3
金玉銀樓,1
金石鑰匙,1
金壁輝煌,3
長久性,2
長久時日,1
長年水流,1
長希望,1
長青大學,1
長青公園,1
長青先生,1
長城健康步道,1
長春公園,1
長春公園綠蔭,1
長期太陽,1
長期支持,2
長期性,1
非同小可,3
非常有效率,3
非常利害,2
非常希望,1
非常快速,2
非常辛苦,2
非常耐久,3
非常期待,3
非常棒,2
非常寬,2
非常熱心,3
非常熱門,2
亭亭玉立,3
亮晶晶,1
亮路,1
亮路段,1
亮路燈,1
亮燈,1
亮燈泡,1
亮點,2
亮麗,1
便民,3
便利,3
便利商店,1
便利超商,2
便利農舍,1
便宜,2
便捷,3
便捷性,2
便捷機車,1
俊秀,1
俊俏,1
俊美,1
俏皮,1
俏麗,1
保存良好,3
保障市民,1
保障未來,1
保障民眾,1
保障行人,1
保障住戶,1
保障居民,1
俠義,1
信得過,1
前所未有,1
前所未見,1
前無古人,1
前程似錦,1
前衛,1
勇猛,1
勇敢,1
勇街,2
勇資源,1
厚玻璃,1
厚道,1
品質才,1
品質道路,1
品質標準,1
品學兼優,3
垂涎三尺,1
垂涎欲滴,1
城市文化,1
城市文化館,1
城市印象,1
城市名牌,1
城市居民,1
城市門面,1
城市美感,1
城市美學,2
城市面貌,1
威武,1
威風,1
威風凜凜,3
威嚴,1
孩童安全,1
客氣,1
客觀,1
客觀上,1
客觀事實,1
屏氣凝神,3
帥,1
幽美,1
幽閒,1
幽雅,1
幽靜環境,2
幽默,1
幽默滑稽,1
度量大,3
建設性,1
建築安全,1
建築物安全,1
建議事項,1
建議重新,1
建議將,1
很多希望,2
很多花草,1
很多長者,1
很多長輩,1
很多細節,1
很多處理,1
很多資源,2
很多觀光客,1
很有意義,1
很快表演,1
很漂亮,2
後生可畏,3
後生晚輩,1
後續進度,1
後續陽光,1
後顧之憂,1
思念,1
思路清晰,3
思慕,1
急公好義,2
恨不得,1
恰到好處,1
恰當,1
拜拜,1
拾金不昧,3
持平,1
指望,1
指標燈,1
指導方針,1
按時,2
挑三揀四,1
挑戰性,1
政和照顧,1
政府形象,1
政府威信,1
政府政策,1
政府美意,1
政府效能,2
政府經費,1
政府資源,1
政躬安泰身體,1
政策目標,1
政績輝煌,2
故希望,1
故建議,1
既定,1
既定預算,1
既往不咎,1
星巴客,1
春天季節,1
春天時,1
春天時會,1
春光明媚,2
春風滿面,2
柏油重新,1
柏油部分重新,1
柏油路重新,1
柏油路面重新,1
柔中有剛,1
柔和,1
柔美,1
柔順,1
柔滑,1
泉美,1
洋洋自得,2
洋洋得意,2
洶湧,1
洶湧澎湃,2
活力城鎮,2
活水系統,2
活生生,1
活動,1
活動中心,1
活動用地,1
活動目,1
活動資訊,1
活絡,1
活絡公園,1
活絡地方,1
活絡周邊,1
活絡商圈,1
活潑,1
活躍,1
活靈活現,1
流行,1
流利,1
流暢,1
流暢性安全性,1
流暢度,1
炯炯有神,2
為人正直,2
為人寬厚,2
珍奇,1
珍重,2
珍惜,2
珍貴,1
珍貴樹種,2
珍愛,2
皆大歡喜,3
相安無事,3
相當重要,1
盼望,1
盼望新市長,1
省力,1
省小錢,1
省水,1
省水設備,1
省成本,1
省事,1
省時,1
省電,1
省電型,1
省電費,1
省電燈炮,1
眉飛色舞,1
眉清目秀,2
看上,1
看上眼,1
看中,1
看得上,1
看得上眼,1
看得起,2
祈盼,1
科學,1
科學工業園區,1
科學走廊,1
突出,1
突破性,1
紅包情事,1
紅色果實,1
紅得發紫,2
美,1
美人,1
美土,1
美小姐,1
美不勝收,2
美月,1
美好市容,1
美好未來,1
美好光明,1
美好印象,1
美好所在,1
美好環境,1
美百貨,1
美妙,1
美味,1
美味可口,1
美術燈,1
美感特色,1
美貌,1
美輪美奐,1
美樹,1
美燈,1
美燈塔,1
美雕塑,1
美麗,1
美麗公園,1
美麗花朵,1
美麗花叢,1
美麗城市,1
美麗風景,1
美麗草原,1
美麗景觀,1
美麗湖心亭,1
美麗溼地,1
美麗綠地,1
美麗燈光,1
美觀,1
美觀立場,1
美觀安全,1
美觀垃圾筒,1
美觀效果,1
美觀環境,1
耐人尋味,2
耐久,1
耐用,1
耐穿,1
致賀,2
致敬,2
致謝,2
苦口婆心,2
苦心,1
英明,1
英明市長,1
英明領導,1
英亭,1
英俊,1
英勇,1
茁壯,2
茁壯不易,1
茂枝葉,1
茂段,1
茂密,1
茂盛,1
茂盛大樹,1
茂盛希望,1
茂盛枝葉,1
茂盛時,1
茂盛草,1
茂盛區,1
茂盛情形,1
茂盛情況,1
茂盛樹枝,1
茂盛樹根,1
茂盛樹葉,1
要求定期,1
負責,1
迫切需要,1
重大,1
重大工程,1
重大建設,3
重大特色,3
重生,1
重建水溝,1
重建住戶房屋,1
重建路橋,1
重要,1
重要工作,2
重要工程,2
重要日子,2
重要目標,2
重要交通,1
重要因素,1
重要地,1
重要角色,1
重要車輛,1
重要來源,1
重要門戶,1
重要門面,1
重要指標,1
重要政績,1
重要省道,1
重要科目,1
重要重點,1
重要原因,1
重要通道,1
重要部分,1
重要景,1
重要項目,1
重要幹道,1
重要幹線,1
重要會議,1
重要路口,1
重要路段,1
重要路線,1
重要道路,1
重要需要,1
重要橋梁,1
重要橋樑,1
重視,1
重視人行環境,2
重視小市民,2
重視公園,2
重視外籍,2
重視市民,2
重視民眾,2
重視行人,2
重視住戶,2
重視孩童,2
重視球友,2
重視被,2
重視程度,1
重視機車族,2
重視燈座螺絲,2
重新雕塑,1
重漆,1
重點,1
重點市民,1
重點時間,1
重點區域路段,1
重點景觀,1
重點路段,1
重點道路,1
重點觀光區,1
面成效,1
面有喜色,3
面熟,1
革命,1
革命性,1
音樂人才,1
音樂涵養,1
音樂規範,1
音樂愛好者,1
音調優美,1
風平浪靜,1
風光,1
風雨無阻,2
風姿綽約,2
風度翩翩,3
風流,1
風流倜儻,2
風風光光,2
風起雲湧,3
風景如畫,2
風趣,1
風靡,1
飛快,1
首屈一指,3
首要,1
香純,1
香甜,1
香甜可口,1
香噴噴,1
香廚房,1
香醇,1
乘客安全,1
乘客權益,1
修正方案,1
修正角度,1
修正法規,1
修枝,1
修法,1
修馬路,1
修電話線,1
修樹,1
個人安全,1
個人利益,1
個性鮮明,2
值得紀念,1
值得崇拜,1
值得羨慕,1
